| 原始标签 | 名称 | 描述 | 外部链接 |
| alias carnival | ALIA's CARNIVAL! | 《ALIA's CARNIVAL!》是日本NanaWind在2014年3月28日发售的恋爱冒险类型成人游戏。2015年5月29日发售续作《ALIA's CARNIVAL! Flowering Sky》。2015年10月29日由dramatic create发售PlayStation Vita版《ALIA's CARNIVAL! サクラメント》。2016年5月27日发售合集《ALIA's CARNIVAL! Wパッケージ》。 | [维基百科](https://zh.wikipedia.org/zh-cn/ALIA%27s_CARNIVAL!) (\*) |
| tesagure bukatsu-mono | 摸索吧！部活剧 | 摸索吧！部活剧（てさぐれ!部活もの，てさぐれ ぶかつもの）是日本原创动画作品。2013年10月至12月在日本电视台播放第一季，2014年1月播出第二季《摸索吧！部活剧 Encore》（てさぐれ!部活もの あんこーる）。 | [维基百科](https://zh.wikipedia.org/zh-cn/摸索吧！部活剧) (\*) |
| dna2 | DNA² | 《DNA²》是日本漫画家桂正和创作的科幻漫画以及改编的动画作品，1993年至1994年连载于《周刊少年Jump》，单行本全5卷。 | [维基百科](https://zh.wikipedia.org/zh-cn/DNA²) (\*) |
| guardians of the galaxy | 银河护卫队 | 银河护卫队（英语：Guardians of the Galaxy）出现在由漫威漫画从2008年开始出版的虚构外太空的超级英雄团队。由Dan Abnett及Andy Lanning组成制作团队，从各种作家和艺术家来创造现有和以前不相关的人物。初始团队有星爵、火箭浣熊、类星体 (漫威)、亚当术士、卡魔拉、“毁灭者”德拉克斯、格鲁特。 | [维基百科](https://zh.wikipedia.org/zh-cn/星際異攻隊_%282008年%29) (\*) |
| legendz | 龙王传说 | 《龙王传说》（日语：レジェンズ 甦る竜王伝説） 是讲述一种名为传说兽王的怪物和四个小朋友的故事。由大地丙太郎监制的动画。由Studio Gallop制作及发行，于2004年发行，共50集。 | [维基百科](https://zh.wikipedia.org/zh-cn/龍王傳說) (\*) |
| cross ange | 天使与龙的轮舞 | ![](https://upload.wikimedia.org/wikipedia/zh/b/b0/《CROSSANGE_天使與龍的輪舞》海報.jpg) |  |
| dungeon fighter online | 地下城与勇士 | 地下城与勇士，又称Dungeon & Fighter（D&F，韩国服的英文称呼）；Dungeon and Fighter（DNF，中国服的英文称呼），日本称“Arad战记”，美国称Dungeon Fighter Online（DFO），是一款韩国Neople（后被NEXON收购）开发的2D横板ACT类网络游戏。日本在2009年4月放映以该游戏为基础的电视动画。 | [维基百科](https://zh.wikipedia.org/zh-cn/地下城与勇士) (\*) |
| warhammer | 战锤 | 战锤幻想（Warhammer Fantasy），又称战锤，是一款由英国游戏公司Games Workshop所制作的多个桌上游戏的奇幻世界背景，这些游戏中最出名的是战棋游戏战锤幻想战役和桌上角色扮演游戏的战锤幻想角色扮演游戏，亦有电脑游戏根基于此，例如《战锤Online》。还有一个与其相关的用科学幻想做为背景的游戏，《战锤40000》(简称40K)。 | [维基百科](https://zh.wikipedia.org/zh-cn/戰鎚_%28設定%29) (\*) |
| rakudai kishi no cavalry | 落第骑士英雄谭 | 《落第骑士英雄谭》（日语：落第騎士の英雄譚）是海空陆著作，WON插画的日本轻小说作品，由GA文库于2013年7月开始出版发行。繁体中文版由台湾尖端出版代理发行。2015年3月宣布改编电视动画的消息。 | [维基百科](https://zh.wikipedia.org/zh-cn/落第騎士英雄譚) (\*) |
| xxxholic | ×××HOLiC | 《×××HOLiC》（日语：ホリック）CLAMP所创作的少年漫画作品。与同期连载的《TSUBASA翼》是相同的平行世界观，剧情相互交错。2005年剧场版上映，于2006年、2008年二度动画化，港台电视台皆取得动画版权。 | [维基百科](https://zh.wikipedia.org/zh-cn/×××HOLiC) (\*) |
| beatless | BEATLESS | 《没有心跳的少女 BEATLESS》（日语：ビートレス）是由日本小说家长谷敏司著作，redjuice担任原作插画，于2011年2月开始在Newtype连载至2012年8月，2012年10月由角川书店出版轻小说，于2014年6月25日公布发行音乐专辑，电视动画于2018年1月12日起TBS、每日放送首播。 | [维基百科](https://zh.wikipedia.org/zh-cn/沒有心跳的少女_BEATLESS) (\*) |
| ao no exorcist | 青之驱魔师 | 《青之驱魔师》（日语：青の祓魔師，英语：BLUE EXORCIST）是加藤和惠所创作的少年漫画。作品最初以单篇的形式在《Jump Square》2008年9月号刊登，当时标题为《深山莺邸事件》。直至2009年4月在集英社旗下的月刊漫画杂志《Jump Square》开始进行连载至今。个别章节已收录于21册的单行本中。截至2016年7月为止，单行本累积总销量已突破1500万册。2010年宣布动画化，于翌年4月17日在日本国内首播。动画第一期在2011年10月2日播放完毕后，同日宣布制作剧场版的消息，并于2012年12月28日在日本公映。动画第二期《青之驱魔师 京都不净王篇》于2017年1月开始播放。 | [维基百科](https://zh.wikipedia.org/zh-cn/青之驅魔師) (\*) |
| gate - jieitai kano chi nite kaku tatakaeri | GATE奇幻自卫队 | 《GATE 奇幻自卫队》（日语：ゲート 自衛隊 彼の地にて、斯く戦えり、中文直译为：门 自卫队，在彼方的土地，奋勇战斗）是由日本小说家柳内巧编写的奇幻小说。 | [维基百科](https://zh.wikipedia.org/zh-cn/GATE_奇幻自衛隊) (\*) |
| playerunknowns battlegrounds | 绝地求生 | 《绝地求生》（英语：PlayerUnknown's Battlegrounds，又译作“绝地求生：大逃杀”，直译为“无名玩家的战场”）是一款由韩国电子游戏开发商蓝洞（英语：Bluehole Inc.）旗下的PUBG公司所开发及发行的多人制大逃杀游戏。游戏首发于Microsoft Windows平台，自2017年3月23日开始经Steam发行体验版。Xbox One版本在同年12月由微软工作室负责发售。 | [维基百科](https://zh.wikipedia.org/zh-cn/絕地求生) (\*) |
| masamune-kun no revenge | 政宗君的复仇 | 《政宗君的复仇》（日语：政宗くんのリベンジ）是一部由竹冈叶月担任原作，Tiv担任作画的漫画作品，于2012年12月开始在一迅社的《月刊Comic REX》上连载。已出版9册单行本。 2016年6月宣布动画化，2017年1月播放。 | [维基百科](https://zh.wikipedia.org/zh-cn/政宗君的復仇) (\*) |
| hataraku saibou | 工作细胞 | 《工作细胞》（日语：はたらく細胞）是清水茜所著的日本漫画作品，主要讲述经拟人化后人体内各种细胞于人体内的日常工作，例如负责物流作业（运送氧气及二氧化碳）的红血球和日常警备工作（清除恶菌）的白血球。 | [维基百科](https://zh.wikipedia.org/zh-cn/工作細胞) (\*) |
| seraph of the end | 终结的炽天使 | 《终结的炽天使》（日语：終わりのセラフ）是一部由日本作家镜贵也及漫画家山本大和所合作的奇幻热血作品。自2012年起于《JUMP SQUARE》开始连载；电视动画则于2015年播出。作品分别有小说及漫画。 | [维基百科](https://zh.wikipedia.org/zh-cn/終結的熾天使) (\*) |
| binbougami ga | 穷神来了 | 《穷神来了》是助野嘉昭的少年漫画作品。于《Jump SQ》2008年7月号开始连载，连载至2013年8月号完结。并改编成电视动画。2012年7月4日开始播出。 | [维基百科](https://zh.wikipedia.org/zh-cn/窮神_%28漫畫%29) (\*) |
| princess connect | 公主连结 Re:Dive | 《公主连结 Re:Dive》（日语：プリンセスコネクト！Re:Dive）是一款由Cygames所制作的奇幻风格角色扮演手机游戏，前身为2015年至2016年间营运的《公主连结》。本游戏除了在日本上市外，也计划与海外业者推出包含繁体中文、简体中文、韩文等版本。 | [维基百科](https://zh.wikipedia.org/zh-cn/超異域公主連結_Re:Dive) (\*) |
| breath of fire | 龙息之焰 |  |  |
| kuzu no honkai | 人渣的本愿 | 《人渣的本愿》（日语：クズの本懐）是由日本漫画家横枪萌果（横槍メンゴ）创作的漫画。 于2012年起在杂志《月刊BIG GANGAN》上连载。截至2016年5月，单行本累计销量超过了100万本。番外篇《人渣的本愿 décor》于2017年11月25日起在《月刊BIG GANGAN》上连载。 由同名作品所改编的电视剧、电视动画于2017年1月播放。 | [维基百科](https://zh.wikipedia.org/zh-cn/人渣的本愿) (\*) |
| elfen lied | 妖精的旋律 | 《妖精的旋律》（日语：エルフェンリート，德语：Elfen Lied）是日本漫画家冈本伦所创作的漫画作品，于集英社的周刊YOUNG JUMP杂志上连载，自2002年27号起至2005年39号完结，单行本全12卷。繁体中文版由长鸿出版社代理，以R18形式发行。之后改编为电视动画，于2004年7月25日到10月17日期间放送，全12话。 | [维基百科](https://zh.wikipedia.org/zh-cn/妖精的旋律) (\*) |
| katanagatari | 刀语 | 《刀语》是西尾维新所作的轻小说，插画作者是竹，共12册。这是西尾首次发表的时代小说。由此改编的动画于2010年1月开始每月播放一话，为《西尾维新动画PROJECT》第二个项目，全12话。 | [维基百科](https://zh.wikipedia.org/zh-cn/刀语) (\*) |
| plastic memories | 可塑性记忆 | 《可塑性记忆》（日语：プラスティック・メモリーズ），是由动画工房制作的日本原创电视动画，2015年4月4日播出并于6月27日完结，同时宣布小说化。2016年5月19日宣布游戏化。 | [维基百科](https://zh.wikipedia.org/zh-cn/可塑性記憶) (\*) |
| ijiranaide nagatoro-san | 不要欺负我、长瀞同学 |  | [维基百科（英语）](https://en.wikipedia.org/wiki/Please_don%27t_bully_me,_Nagatoro) |
| bijin onna joushi takizawa-san | 美女上司泷泽小姐 |  |  |
| bible black | 黑暗圣经 | 《黑魔术学园》（或译作《黑暗圣经》，日文原名バイブルブラック，即英文Bible Black）是2000年由日本Active公司制作的一款十八禁游戏，原画和脚本制作者是著名的“圣少女”。此作是“圣少女”受雇Active时期六部原画作品的第五部、出任原作者后“三部曲”中的第二部。 | [维基百科](https://zh.wikipedia.org/zh-cn/黑魔術學園) (\*) |
| uzaki-chan wa asobitai | 宇崎酱想要玩耍！ |  |  |
| one kagayaku kisetsu e | ONE～光辉的季节～ | 《ONE～光辉的季节～》（日语：ONE 〜輝く季節へ）是NEXTON的旗下品牌Tactics于1998年5月29日发售的恋爱冒险类型成人游戏，后来改编成OVA、漫画和小说。由于是以Key所属的工作人员为中心制作的游戏，因此常被视为Key的游戏，亦被称为Key社四季曲中的“秋”。 | [维基百科](https://zh.wikipedia.org/zh-cn/ONE～光辉的季节～) (\*) |
| guardian heroes | 守护英雄 | 《守护英雄》（日语：ガーディアン ヒーローズ，英语：Guardian Heroes）是一款由Treasure制作、世嘉发行的清版动作游戏。游戏于1996年1月25日在世嘉土星北美地区发行，于1月26日在日本发行。 | [维基百科](https://zh.wikipedia.org/zh-cn/守护英雄) (\*) |
| the incredibles | 超人总动员 | 《超人总动员》（英语：The Incredibles）皮克斯动画工作室制作，迪士尼发行的第六部长篇电脑动画。本片由布拉德·伯德（Brad Bird）导演，Michael Giacchino 配乐，于2004年上映。获第77届奥斯卡最佳动画片奖。而续集《超人总动员2》于2018年6月15日在美国上映 。 | [维基百科](https://zh.wikipedia.org/zh-cn/超人特攻隊_%28電影%29) (\*) |
| yakitate japan | 日式面包王 | 《日式面包王》（日语：焼きたて!! ジャぱん）是日本漫画家桥口隆志的少年漫画，连载于《周刊少年Sunday》（小学馆）2002年4、5合并号至2007年4号。以及2004年10月至2006年3月播出依此改编的电视动画。曾荣获第49回小学馆漫画赏。 | [维基百科](https://zh.wikipedia.org/zh-cn/日式麵包王) (\*) |
| planetarian | 星之梦 | 《星之梦》（日文原名：planetarian ～ちいさなほしのゆめ～，英文名：planetarian ~the reverie of a little planet~），是日本Key社的第四部作品，也是视觉小说系列“Kinetic Novel”的第一部。亦指以原作为中心展开的小说等衍生作品。 | [维基百科](https://zh.wikipedia.org/zh-cn/星之夢) (\*) |
| cave story | 洞窟物语 | 《洞窟物语》（日语：洞窟物語，英语：Cave Story）是于2004年发布的一款PC平台上的免费平台冒险游戏，由天谷大辅利用5年间的业余时间开发而成。《洞窟物语》以其对2D平台技术的充分利用与游戏的复古风格而著称，且也是对作者年少时玩过的《银河战士》等经典风格游戏的致敬之作。 | [维基百科](https://zh.wikipedia.org/zh-cn/洞窟物語) (\*) |
| btooom | BTOOOM!惊爆游戏 | 《BTOOOM!》（日语：ブトゥーム；中文：惊爆游戏）是日本漫画家井上淳哉的漫画作品。2009年6月19日（29号）至2010年8月27日（39号，最终号）在新潮社旗下青年漫画杂志《周刊Comic Bunch》上连载，之后由于《周刊Comic Bunch》的休刊，在2011年1月21日转移到同属新潮社旗下另一本青年漫画杂志《月刊Comic@Bunch》上，从杂志创刊号开始连载至今。 | [维基百科](https://zh.wikipedia.org/zh-cn/BTOOOM!) (\*) |
| nichijou | 日常 | 《日常》（日语：日常）是日本漫画家新井圭一的日本漫画作品，于《月刊少年Ace》与《Comptiq》两个杂志上连载。中文版由台湾角川出版发行。动画方面由京都动画制作，2011年3月先发行全1集的OVA，标题名为“日常的0话”，后在同年4月至9月播出26集的电视动画。台湾动画代理由普威尔国际发行。 | [维基百科](https://zh.wikipedia.org/zh-cn/日常) (\*) |
| isekai maou to shoukan shoujo no dorei majutsu | 异界少女召唤术 | 《异界少女召唤术》（日语：異世界魔王と召喚少女の奴隷魔術）是一部由紫雪夜创作的轻小说，插画由鹤崎贵大负责。小说由讲谈社的讲谈社轻小说文库出版，漫画版于niconico静画的《星期三的天狼星》上连载。 | [维基百科](https://zh.wikipedia.org/zh-cn/異世界魔王與召喚少女的奴隸魔術) (\*) |
| winnie the pooh | 小熊维尼 | 小熊维尼（英语：Winnie the Pooh，简称为Pooh、Pooh Pooh或是Pooh Bear），1925年12月24日首次面世，以圣诞故事形式在伦敦《新闻晚报》刊出；第一本《小熊维尼》故事书于1926年10月出版。小熊维尼是艾伦·亚历山大·米恩为他的儿子创作的一只漫画熊；而古典维尼是由谢培德（E.H.Shepard）所绘，后由华特·迪士尼公司购入并经过重新绘制，推出后因其可爱的外型与憨厚的个性，迅速成为世界知名的卡通角色之一。此后人们为了区别两种不同风格的维尼，称呼米尔恩时期由谢培德（E.H.Shepard）绘制的维尼为“古典维尼”（Classic Pooh）；而后全球粉丝便把米尔恩的生日（1月18日）推为国际小熊维尼日。 | [维基百科](https://zh.wikipedia.org/zh-cn/小熊維尼) (\*) |
| bravest warriors | 无惧勇士 | 《无惧勇士》（英文：Bravest Warriors）是一部美国线上系列动画，原创为《探险活宝》的作者潘得顿·沃德，由Breehn Burns指导。此系列由Frederator Studios在所属的卡通宿醉YouTube频道上出品。 | [维基百科](https://zh.wikipedia.org/zh-cn/無懼勇士) (\*) |
| candy candy | 小甜甜 | 《小甜甜》（原题：キャンディ♥キャンディ，英文：Candy Candy）是日本漫画家五十岚优美子担任原画，儿童文学作家水木杏子（名木田惠子）为原作的少女漫画作品，亦为以同漫画改编的电视动画主题歌（作词：名木田恵子、作曲：渡辺岳夫）曲名。 | [维基百科](https://zh.wikipedia.org/zh-cn/小甜甜) (\*) |
| moana | 海洋奇缘 | 《海洋奇缘》（英语：Moana），是一部2016年美国音乐奇幻喜剧冒险电影。华特迪士尼动画工作室制作、华特迪士尼影业所发行，由《小美人鱼》、《阿拉丁》和《公主与青蛙》的导演罗恩·克莱蒙兹和约翰·马斯克联合执导。本片是第56部迪士尼经典动画长片。主要配音员有奥丽依·卡拉瓦霍、道恩·强森、芮秋·豪斯、泰姆拉·莫里森、杰梅奈·克莱门特、妮可·舒辛格及阿兰·图代克。 | [维基百科](https://zh.wikipedia.org/zh-cn/海洋奇缘) (\*) |
| scooby-doo | 叔比狗 | 《叔比狗》（Scooby-Doo，或译作史酷比）是一系列知名美国动画。电视动画首播于1969年。最初的系列叔比狗，你在哪里！（Scooby-Doo, Where Are You!）由美国动画公司汉纳-巴伯拉制片公司的Joe Ruby和Ken Spears两人于1969年创作。台湾现在由卡通频道播出。 | [维基百科](https://zh.wikipedia.org/zh-cn/史酷比) (\*) |
| miraculous ladybug | 瓢虫少女 |  | [维基百科（英语）](https://en.wikipedia.org/wiki/Miraculous:_Tales_of_Ladybug_%26_Cat_Noir) |
| inazuma eleven go | 闪电十一人GO |  | [维基百科（英语）](https://en.wikipedia.org/wiki/Inazuma_Eleven_GO_%28manga%29) |
| mushibugyo | 虫奉行 | 《虫奉行》（日语：ムシブギョー / 蟲奉行）是日本漫画家福田宏原本在《周刊少年Sunday超》上连载的日本漫画作品。之后人气上升转至《周刊少年Sunday》上连载。作品名称也从〈虫奉行〉改名为〈常驻战阵!!虫奉行〉，故事内容也因应从月刊转战周刊而做了调动与变更。进而作品有月刊时期与现在周刊时期两种风格。 | [维基百科](https://zh.wikipedia.org/zh-cn/蟲奉行) (\*) |
| kid icarus | 光神话 帕尔提娜之镜 | 《光神话 帕尔提娜之镜》（日版名：光神話 パルテナの鏡，英文版名：Kid Icarus）是一款由任天堂开发第一部制作、任天堂发行的平台游戏。本游戏于1986年12月19日在日本地区FC磁碟机发行，之后在FC游戏机发行。 | [维基百科](https://zh.wikipedia.org/zh-cn/光神话_帕尔提娜之镜) (\*) |
| legend of queen opala | 奥帕拉女王传奇 |  |  |
| shoujo kageki revue starlight | 少女☆歌剧Revue Starlight | 《少女☆歌剧Revue Starlight》（日语：少女☆歌劇 レヴュー・スタァライト）是由武士道和Nelke Planning共同策划的跨媒体制作企划，预定推出音乐剧和电视动画作品。 | [维基百科](https://zh.wikipedia.org/zh-cn/少女☆歌劇Revue_Starlight) (\*) |
| deathsmiles | 死亡微笑 |  | [维基百科（英语）](https://en.wikipedia.org/wiki/Deathsmiles) |
| kaitou joker | 怪盗Joker | 《怪盗Joker》（日语：怪盗ジョーカー、英语书写：Mysterious Joker），是日本漫画家高桥英靖原作的怪盗漫画。于2007年4月在《别册CoroCoro Comic》上开始连载，之后移籍到《月刊CoroCoro Comic》（两本杂志都属于小学馆）后连载至2017年8月。单行本已经发售了23卷，2015年1月发售了杰作选。2013年获得第58回小学馆漫画赏（儿童向）。 | [维基百科](https://zh.wikipedia.org/zh-cn/怪盜Joker) (\*) |
| qualidea code | Qualidea Code | 《Qualidea Code》（日语：クオリディア・コード）为原创动画，是由Super Dash文库、富士见Fantasia文库、MF文库J、GAGAGA文库与Jump SQ等出版社以及渡航、橘公司、相乐总三位轻小说作家组成的创作团体Speakeasy推出的媒体联合计划Project QUALIDEA（日语：プロジェクト・クオリディア）的一部分。 | [维基百科](https://zh.wikipedia.org/zh-cn/Qualidea_Code) (\*) |
| shuumatsu no izetta | 终末的伊泽塔 | 《终末的伊泽塔》（日语：終末のイゼッタ）是一部由藤森雅也执导，亚细亚堂制作的原创动画，于2016年10月1日在AT-X首播。《伊泽塔》于2016年6月24日正式发表，并公开宣传影片及官方网站，但并未提及制作团队及声优。直至同年9月2日，官方才首次公开本作的制作团队及声优名单等资讯。 | [维基百科](https://zh.wikipedia.org/zh-cn/終末的伊澤塔) (\*) |
| donkey kong | 大金刚 | 大金刚系列（日语：ドンキーコング，英语：Donkey Kong），是指日本任天堂公司所推出、以名为大金刚的虚构大猩猩为主角的一系列电子游戏，包括音乐游戏及赛车游戏等。任天堂制作的马里奥系列的主角马里奥在此系列亦有登场。 | [维基百科](https://zh.wikipedia.org/wiki/大金刚系列) (\*) |
| whistle | 哨声响起 | 《哨声响起》（日语：ホイッスル!）是由樋口大辅所画的少年足球漫画，漫画共有24集，由东立出版社发行，另外还有一本《哨声响起读者支援手册》（Whistle! Supporter's Book）；动画则先后由华视与东森电影台与MOMO亲子台播出。 | [维基百科](https://zh.wikipedia.org/wiki/哨聲響起) (\*) |
| ore ga suki nano wa imouto dakedo imouto ja nai | 我喜欢的是小说里的你 | 《我喜欢的是小说里的你》（日语：俺が好きなのは妹だけど妹じゃない）是惠比须清司所作的日本轻小说作品，插图由银太郎绘画，由富士见书房出版。2017年10月21日的“Fantasia文库大感谢祭2017”中发表了动画化，AT-X等电视台于2018年10月10日开始播放。 | [维基百科](https://zh.wikipedia.org/wiki/我喜歡的妹妹不是妹妹) (\*) |
| seishun buta yarou wa bunny girl senpai no yume o minai | 青春猪头少年不会梦到兔女郎学姐 | 《青春猪头少年》系列（日语：青春ブタ野郎シリーズ）是日本作家鸭志田一在2014年由电击文库出版的轻小说系列作品，插画是沟口凯吉，作者、插画、编辑都是由《樱花庄的宠物女孩》原班人马负责。2018年3月10日，在电击文库25周年作品发表时宣布动画化，于2018年10月4日开始放送，预定2019年上映剧场版《青春猪头少年不会梦到怀梦美少女》（日语：青春ブタ野郎はゆめみる少女の夢を見ない）。 | [维基百科](https://zh.wikipedia.org/wiki/青春期豬頭) (\*) |
| ssss.gridman | SSSS.GRIDMAN | 《SSSS.GRIDMAN》为圆谷制作的特摄作品《电光超人古立特》的改编动画，由当年于《日本动画人展览会》中制作电光超人古立特短篇动画《电光超人古立特 boys invent great hero》的制作公司TRIGGER担任制作，导演则由同作的导演雨宫哲担任，于2018年6月13日在Anime Expo首映，于10月开始播放。 | [维基百科](https://zh.wikipedia.org/wiki/SSSS.GRIDMAN) (\*) |
| barbie | 芭比娃娃 | 芭比娃娃（芭比）是20世纪最广为人知及最畅销的玩偶，由罗丝·汉德勒发明，于1959年3月9日举办的美国国际玩具展览会（American International Toy Fair）上首次曝光。芭比玩偶由美泰公司拥有及生产。芭比娃娃及其它相关配件是以一比六的比例制作，此比例为娃娃屋模型的最大号，也称为playscale。 | [维基百科](https://zh.wikipedia.org/wiki/芭比娃娃) (\*) |
| hellboy | 地狱男爵 | 地狱男爵（英语：Hellboy），是由美国黑马漫画公司的漫画家麦克·米纽拉（Mike Mignola）所创造的虚构角色。 | [维基百科](https://zh.wikipedia.org/wiki/地狱男爵) (\*) |
| akebi no mi | 山姬之实 | 山姫の実 |  |
| stardew valley | 星露谷物语 | 《星露谷物语》（英语：Stardew Valley）是一款由ConcernedApe开发，由呵呵鱼工作室于2016年发行的模拟类角色扮演游戏。 | [维基百科](https://zh.wikipedia.org/zh-cn/星露谷物语) (\*) |
| tensei shitara slime datta ken | 关于我转生变成史莱姆这档事 | 《关于我转生变成史莱姆这档事》（日语：転生したらスライムだった件）是日本小说家伏瀬创作的网络小说系列，最初是发表于小说投稿网站成为小说家吧的网络连载小说，点阅次数1亿4000万多。2014年修改部分故事情节后，由微杂志社发行书籍版（原本在网络上的版本称为web版）。 | [维基百科](https://zh.wikipedia.org/zh-cn/關於我轉生變成史萊姆這檔事) (\*) |
| quiz rpg mahoutsukai to kuroneko no wiz | 黑猫维兹 | 《黑猫维兹》（韩语：퀴즈RPG 위즈，日语：クイズRPG 魔法使いと黒猫のウィズ，英语：Quiz RPG: The World of Mystic Wiz，港台译作“问答RPG 魔法使与黑猫维兹”）是日本开发的奇幻主题的问答类角色扮演游戏，对应Android和iOS平台。繁体中文版由so-net于2015年开始运营。 | [维基百科](https://zh.wikipedia.org/zh-cn/問答RPG_魔法使與黑貓維茲) (\*) |
| boku no dorei shoukan | 我的奴隶妓院 |  |  |
| silent mobius | 魔法阵都市 | 《魔法阵都市》（日语：サイレントメビウス，英语：Silent Möbius）是日本漫画家麻宫骑亚在《月刊Comic Comp》（角川书店刊）从1988年开始连载 （途中移籍《月刊Comic Dragon》）的一部科幻漫画。 | [维基百科](https://zh.wikipedia.org/zh-cn/魔法陣都市) (\*) |
| sora wo kakeru shoujo | 穿越宇宙的少女 | 《穿越宇宙的少女》（日语：宇宙をかける少女）是从2009年1月5日至6月29日开始在东京电视台播放的科幻电视动画。 | [维基百科](https://zh.wikipedia.org/zh-cn/穿越宇宙的少女) (\*) |
| cevio | CeVIO | CeVIO Creative Studio，是由名古屋工业大学初创企业Techno-Speech、电子看板制作公司V-SYNC以及动画制作公司Frontier Works等数家企业作为其所组成的专案，CeVIO，的其中一环而开发的语音合成软件。输入音符、文字后便可发出类似于人类歌唱、说话的声音。同类软件有如VOCALOID、UTAU，但CeVIO Creative Studio除了有"唱歌"的功能外，还有可模拟人声"说话"的功能。 | [维基百科](https://zh.wikipedia.org/zh-cn/CeVIO_Creative_Studio) (\*) |
| gotoubun no hanayome | 五等分的新娘 | 《五等分的新娘》（日语：五等分の花嫁）是由日本漫画家春场葱所创作的少年漫画作品。于《周刊少年Magazine》2017年第36・37合并号开始正式连载中。 | [维基百科](https://zh.wikipedia.org/zh-cn/五等分的新娘) (\*) |
| pan de peace | 面包带来和平 | 《面包带来和平》（日语：パンでPeace!），是由emily所作的日本四格漫画作品。于2014年8月27日开始发表于《月刊Comic Alive》中的一个四格漫画栏目《COMIC CUNE》。已出版全5册单行本。已于2016年4月至6月播放全13话电视动画。该作品主要描述本作女主角谷南喜欢吃面包，到学校后也和同班同学一起享用面包的故事。 | [维基百科](https://zh.wikipedia.org/wiki/麵包與和平！) (\*) |
| borderlands | 无主之地 | 《无主之地》（英语：Borderlands，台湾译作“边缘禁地”，又译作“边境之地”）是一款带有第一人称射击成分的角色扮演科幻游戏。游戏由Gearbox软件公司开发，由2K Games在Microsoft Windows、Mac、Xbox 360和PlayStation 3上发行。 | [维基百科](https://zh.wikipedia.org/wiki/无主之地) (\*) |
| usagi-chan de cue | 天生兔女郎 |  | [维基百科（英语）](https://en.wikipedia.org/wiki/Usagi-chan_de_Cue!!) (\*) |
| ueno-san wa bukiyou | 笨拙之极的上野 | 《笨拙之极的上野》（日语：上野さんは不器用）为漫画家tugeneko的作品。曾刊登于白泉社的《Young Animal》2015年5号、后于同年18号复刊连载。2018年5月宣布动画化，电视动画于2019年1月至3月播放。 | [维基百科](https://zh.wikipedia.org/wiki/笨拙之極的上野) (\*) |
| wake up girls | Wake Up, Girls! | 《Wake Up, Girls!》，简称《WUG》，是由Ordet和龙之子制作公司共同制作的原创偶像动画，2014年1月10日开始播放电视动画及公开上映剧场版《Wake Up, Girls! 七位偶像》。剧场版第2作于2015年9月及12月分上下篇公开，主导制作改由Ordet与Millepensee制作。原创网络动画《うぇいくあっぷがーるZOO!》开始龙之子不再参与，改为Ordet和STUDIO MORIKEN共同制作。 | [维基百科](https://zh.wikipedia.org/wiki/Wake_Up,_Girls!) (\*) |
| golden kamuy | 黄金神威 | 《黄金神威》（日语：ゴールデンカムイ）是日本漫画家野田智的漫画作品，于2014年38号的《周刊YOUNG JUMP》上开始连载。至2018年8月止，日本地区漫画单行本累计销售量突破800万本。2018年荣获第22届手冢治虫文化赏的漫画大赏，4月播出改编的同名电视动画。 | [维基百科](https://zh.wikipedia.org/wiki/黃金神威) (\*) |
| komi-san wa komyushou desu. | 古见同学有交流障碍症 | 《古见同学有交流障碍症》（日语：古見さんは、コミュ症です）是日本漫画家小田智仁所创作的校园搞笑漫画，于2016年开始在小学馆周刊少年Sunday杂志第25期开始连载。 | [维基百科](https://zh.wikipedia.org/wiki/古見同學有交流障礙症) (\*) |
| kaguya-sama wa kokurasetai | 辉夜大小姐想让我告白 | 《辉夜大小姐想让我告白~天才们的恋爱头脑战~》（日语：かぐや様は告らせたい〜天才たちの恋愛頭脳戦〜）是日本漫画家赤坂アカ以恋爱喜剧为题材，创作的校园漫画作品，现于《周刊YOUNG JUMP》连载中。 | [维基百科](https://zh.wikipedia.org/wiki/輝夜姬想讓人告白~天才們的戀愛頭腦戰~) (\*) |
| watashi ni tenshi ga maiorita | 天使降临到我身边！ | 《天使降临到我身边！》（日语：私に天使が舞い降りた!）是椋木ななつ创作的日本四格漫画作品。2016年11月18日于《Comic百合姬》的2017年1月号开始连载。改编的电视动画由动画工房制作，于2019年1月至3月间播放。 | [维基百科](https://zh.wikipedia.org/wiki/天使降臨到我身邊！) (\*) |
| darkest dungeon | 暗黑地牢 |  |  |
| idol wars z | IDOL WARS Z |  |  |
| sewayaki kitsune no senko-san | 贤惠幼妻仙狐小姐 | 《贤惠幼妻仙狐小姐》（日语：世話やきキツネの仙狐さん）是日本漫画家リムコロ创作的漫画作品，于漫画杂志《Comic Newtype》开始连载，并由KADOKAWA出版。2018年12月正式宣布推出电视动画作品，2019年4月10日开播。 | [维基百科](https://zh.wikipedia.org/wiki/賢惠幼妻仙狐小姐) (\*) |
